model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met,conflict_recognized
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.44,0.37,0.19,0.29
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.54,0.32,0.14,0.38
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.44,0.54,0.02,0.49
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.19,0.61,0.2,0.21
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.07,0.73,0.2,0.32
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context,case_conflict,0.06,0.61,0.33,0.58
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.78,0.22,0.03
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.21,0.43,0.36,0.1
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.96,0.0,0.04,0.52
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.29,0.25,0.46,0.13
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.67,0.15,0.18,0.07
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.75,0.07,0.18,0.83
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.62,0.24,0.14,0.11
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.39,0.35,0.26,0.43
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.49,0.42,0.09,0.54
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.06,0.8,0.14,0.09
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.96,0.04,0.02
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,case_conflict,0.0,0.96,0.04,0.01
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.96,0.02,0.01
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.26,0.41,0.33,0.35
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.47,0.2,0.33,0.73
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.22,0.39,0.39,0.17
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.11,0.42,0.47,0.04
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,case_conflict,0.46,0.07,0.47,0.93
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.3,0.56,0.14,0.22
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.14,0.74,0.12,0.58
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.13,0.75,0.12,0.45
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.19,0.65,0.16,0.11
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.89,0.11,0.21
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.03,0.77,0.2,0.57
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.04,0.81,0.15,0.01
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.31,0.28,0.41,0.1
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.97,0.0,0.03,0.38
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.47,0.16,0.37,0.09
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.71,0.09,0.2,0.04
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.66,0.03,0.31,0.8
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.56,0.3,0.14,0.15
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.18,0.56,0.26,0.27
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.5,0.4,0.1,0.41
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.88,0.11,0.02
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.02,0.97,0.01,0.02
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,case_conflict,0.02,0.91,0.07,0.32
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.04,0.95,0.01,0.03
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.64,0.21,0.15,0.35
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,language_conflict: en_fr,0.92,0.03,0.05,0.63
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.13,0.52,0.35,0.4
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.06,0.47,0.47,0.19
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,case_conflict,0.83,0.05,0.12,0.82
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.51,0.37,0.12,0.46
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.64,0.19,0.17,0.51
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.41,0.53,0.06,0.51
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.27,0.59,0.14,0.21
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.02,0.79,0.19,0.41
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,case_conflict,0.27,0.54,0.19,0.68
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.04,0.81,0.15,0.03
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.25,0.35,0.4,0.1
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.96,0.01,0.03,0.43
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.32,0.31,0.37,0.09
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.69,0.15,0.16,0.02
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.91,0.01,0.08,0.85
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.65,0.21,0.14,0.15
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.34,0.34,0.32,0.39
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.58,0.37,0.05,0.55
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.09,0.8,0.11,0.07
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.94,0.05,0.03
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,case_conflict,0.0,0.97,0.03,0.29
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.08,0.88,0.04,0.17
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.29,0.38,0.33,0.66
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,language_conflict: en_fr,0.69,0.09,0.22,0.75
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.08,0.5,0.42,0.36
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.14,0.38,0.48,0.26
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,case_conflict,0.56,0.06,0.38,0.95
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.35,0.47,0.18,0.68
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.27,0.59,0.14,0.76
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.18,0.7,0.12,0.68
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.2,0.58,0.22,0.42
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.85,0.14,0.47
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.07,0.77,0.16,0.59
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.05,0.76,0.19,0.02
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.3,0.36,0.34,0.13
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.94,0.01,0.05,0.46
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.37,0.24,0.39,0.09
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.6,0.12,0.28,0.16
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.66,0.08,0.26,0.87
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.6,0.26,0.14,0.09
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.33,0.42,0.25,0.56
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.48,0.4,0.12,0.48
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.04,0.82,0.14,0.09
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.94,0.06,0.12
Llama-3.1-8B,baseline_all_user,conflicting_instructions,case_conflict,0.01,0.78,0.21,0.36
Llama-3.1-8B,baseline_all_user,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.01,0.76,0.23,0.02
Llama-3.1-8B,baseline_all_user,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.64,0.08,0.28,0.11
Llama-3.1-8B,baseline_all_user,conflicting_instructions,language_conflict: en_fr,0.22,0.63,0.15,0.8
Llama-3.1-8B,baseline_all_user,conflicting_instructions,num_sentence_conflict: 10_5,0.28,0.22,0.5,0.0
Llama-3.1-8B,baseline_all_user,conflicting_instructions,word_length_conflict: 300_50,0.16,0.02,0.82,0.03
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,case_conflict,0.46,0.06,0.48,0.77
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.56,0.36,0.16
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.05,0.77,0.18,0.2
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,language_conflict: en_fr,0.68,0.19,0.13,0.75
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.74,0.18,0.06
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.71,0.28,0.08
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,case_conflict,0.04,0.59,0.37,0.24
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.09,0.71,0.2,0.07
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.56,0.15,0.29,0.07
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,language_conflict: en_fr,0.22,0.6,0.18,0.59
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.6,0.04,0.36,0.05
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.77,0.02,0.21,0.08
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,case_conflict,0.46,0.1,0.44,0.69
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.23,0.55,0.22,0.18
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.24,0.44,0.32,0.09
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.5,0.15,0.35,0.3
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.03,0.82,0.15,0.13
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.96,0.04,0.05
Llama-3.1-8B,basic_separation,conflicting_instructions,case_conflict,0.0,0.83,0.17,0.04
Llama-3.1-8B,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.9,0.08,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.05,0.47,0.48,0.01
Llama-3.1-8B,basic_separation,conflicting_instructions,language_conflict: en_fr,0.02,0.91,0.07,0.57
Llama-3.1-8B,basic_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.08,0.7,0.22,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.33,0.67,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,case_conflict,0.25,0.25,0.5,0.83
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.02,0.71,0.27,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.81,0.15,0.04
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.24,0.64,0.12,0.32
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.09,0.77,0.14,0.03
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.92,0.08,0.07
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.75,0.25,0.14
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.89,0.11,0.1
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.01,0.54,0.45,0.08
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.21,0.58,0.21,0.65
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.11,0.5,0.39,0.07
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.12,0.11,0.77,0.01
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.34,0.11,0.55,0.8
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.05,0.6,0.35,0.06
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.12,0.69,0.19,0.12
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.29,0.45,0.26,0.5
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.05,0.88,0.07,0.16
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.98,0.02,0.08
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,case_conflict,0.32,0.0,0.68,0.18
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.91,0.03,0.06,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.94,0.0,0.06,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.03
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.83,0.09,0.08,0.06
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.96,0.0,0.04,0.03
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.76,0.0,0.24,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.93,0.0,0.07,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.9,0.0,0.1,0.0
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,0.81,0.1,0.09,0.22
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.75,0.05,0.2,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,0.52,0.01,0.47,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.27,0.0,0.73,0.24
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.9,0.02,0.08,0.03
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.96,0.03,0.01,0.07
