model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.47,0.42,0.11
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.05,0.82,0.13
Llama-3.1-70B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.96,0.04
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,case_conflict,0.0,0.96,0.04
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.96,0.02
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.29,0.39,0.32
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.48,0.12,0.4
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.23,0.36,0.41
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.11,0.4,0.49
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,case_conflict,0.42,0.01,0.57
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.28,0.59,0.13
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.11,0.76,0.13
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.11,0.74,0.15
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.21,0.67,0.12
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.9,0.1
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.01,0.75,0.24
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.05,0.8,0.15
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.32,0.28,0.4
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.48,0.14,0.38
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.75,0.06,0.19
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.62,0.03,0.35
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.56,0.32,0.12
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.17,0.57,0.26
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.49,0.38,0.13
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.88,0.11
Llama-3.1-70B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.99,0.0
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,case_conflict,0.0,0.91,0.09
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.07,0.92,0.01
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.64,0.21,0.15
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,language_conflict: en_fr,0.95,0.05,0.0
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.16,0.44,0.4
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.07,0.38,0.55
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,case_conflict,0.78,0.0,0.22
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.29,0.63,0.08
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.49,0.22,0.29
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.35,0.54,0.11
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.24,0.59,0.17
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.79,0.2
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,case_conflict,0.01,0.52,0.47
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.04,0.81,0.15
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.27,0.33,0.4
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.99,0.01,0.0
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.33,0.31,0.36
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.69,0.15,0.16
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.83,0.01,0.16
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.58,0.29,0.13
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.26,0.35,0.39
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.54,0.36,0.1
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.05,0.81,0.14
Llama-3.1-70B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.94,0.05
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,case_conflict,0.0,0.96,0.04
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.13,0.84,0.03
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.35,0.21,0.44
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,language_conflict: en_fr,0.7,0.1,0.2
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.12,0.48,0.4
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.19,0.33,0.48
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,case_conflict,0.54,0.0,0.46
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.26,0.6,0.14
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.18,0.59,0.23
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.15,0.68,0.17
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.21,0.6,0.19
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.89,0.1
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.01,0.74,0.25
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.05,0.76,0.19
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.34,0.32,0.34
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.98,0.01,0.01
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.38,0.25,0.37
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.62,0.12,0.26
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.64,0.04,0.32
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.59,0.28,0.13
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.23,0.51,0.26
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.45,0.44,0.11
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.03,0.86,0.11
Llama-3.1-70B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.94,0.06
Llama-3.1-8B,baseline_all_user,conflicting_instructions,case_conflict,0.0,0.77,0.23
Llama-3.1-8B,baseline_all_user,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.03,0.72,0.25
Llama-3.1-8B,baseline_all_user,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.69,0.04,0.27
Llama-3.1-8B,baseline_all_user,conflicting_instructions,language_conflict: en_fr,0.26,0.61,0.13
Llama-3.1-8B,baseline_all_user,conflicting_instructions,num_sentence_conflict: 10_5,0.28,0.21,0.51
Llama-3.1-8B,baseline_all_user,conflicting_instructions,word_length_conflict: 300_50,0.17,0.02,0.81
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,case_conflict,0.36,0.02,0.62
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.04,0.61,0.35
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.82,0.14
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,language_conflict: en_fr,0.64,0.23,0.13
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.77,0.15
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.79,0.21
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,case_conflict,0.04,0.52,0.44
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.13,0.64,0.23
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.58,0.14,0.28
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,language_conflict: en_fr,0.21,0.53,0.26
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.64,0.04,0.32
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.83,0.0,0.17
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,case_conflict,0.35,0.04,0.61
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.14,0.63,0.23
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.14,0.6,0.26
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.43,0.18,0.39
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.87,0.12
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.98,0.02
Llama-3.1-8B,basic_separation,conflicting_instructions,case_conflict,0.0,0.82,0.18
Llama-3.1-8B,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.9,0.08
Llama-3.1-8B,basic_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.05,0.47,0.48
Llama-3.1-8B,basic_separation,conflicting_instructions,language_conflict: en_fr,0.05,0.88,0.07
Llama-3.1-8B,basic_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.08,0.7,0.22
Llama-3.1-8B,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.33,0.67
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,case_conflict,0.01,0.27,0.72
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.02,0.72,0.26
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.81,0.15
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.24,0.66,0.1
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.09,0.77,0.14
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.94,0.06
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.74,0.26
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.02,0.87,0.11
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.06,0.47,0.47
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.21,0.49,0.3
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.13,0.46,0.41
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.13,0.09,0.78
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.1,0.11,0.79
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.03,0.73,0.24
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.04,0.77,0.19
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.28,0.44,0.28
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.97,0.02
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.99,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,case_conflict,0.25,0.0,0.75
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.92,0.02,0.06
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.95,0.0,0.05
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.84,0.09,0.07
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.98,0.0,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.76,0.0,0.24
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.91,0.0,0.09
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.9,0.01,0.09
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,0.68,0.16,0.16
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.75,0.05,0.2
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,0.51,0.01,0.48
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.17,0.0,0.83
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.91,0.01,0.08
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.99,0.0,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.97,0.01,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.98,0.0,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,case_conflict,0.77,0.0,0.23
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.83,0.03,0.14
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.73,0.07,0.2
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.56,0.12,0.32
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.58,0.14,0.28
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.21,0.03,0.76
Llama-3.1-8B,emphasized_separation,conflicting_instructions,case_conflict,0.0,0.77,0.23
Llama-3.1-8B,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.96,0.04
Llama-3.1-8B,emphasized_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.01,0.52,0.47
Llama-3.1-8B,emphasized_separation,conflicting_instructions,language_conflict: en_fr,0.02,0.84,0.14
Llama-3.1-8B,emphasized_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.03,0.66,0.31
Llama-3.1-8B,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.27,0.73
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,case_conflict,0.05,0.15,0.8
